dot_url,hyphe_url,underline_url,bar_url,question_url,equal_url,arroba_url,ampersand_url,exclamation_url,blank_url,til_url,comma_url,plus_url,asterisk_url,hashtag_url,money_sign_url,percentage_url,count_tld_url,len_url,dot_host,hyphe_host,underline_host,bar_host,question_host,equal_host,arroba_host,ampersand_host,exclamation_host,blank_host,til_host,comma_host,plus_host,asterisk_host,hashtag_host,money_sign_host,percentage_host,vowels_host,len_host,ip_exist,server_client,dot_path,hyphe_path,underline_path,bar_path,question_path,equal_path,arroba_path,ampersand_path,exclamation_path,blank_path,til_path,comma_path,plus_path,asterisk_path,hashtag_path,money_sign_path,percentage_path,len_path,dot_file,hyphe_file,underline_file,bar_file,question_file,equal_file,arroba_file,ampersand_file,exclamation_file,blank_file,til_file,comma_file,plus_file,asterisk_file,hashtag_file,money_sign_file,percentage_file,len_file,dot_params,hyphe_params,underline_params,bar_params,question_params,equal_params,arroba_params,ampersand_params,exclamation_params,blank_params,til_params,comma_params,plus_params,asterisk_params,hashtag_params,money_sign_params,percentage_params,len_params,tld_params,number_params,email_exist,ptr,activation_time,expiration_time,count_ip,count_ns,count_mx,ttl,phishing
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,554,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,547,1
2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,431,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,535,1
2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,419,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,415,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,410,1
2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,406,1
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,401,1
3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,False,False,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,static.171.226.47.78.clients.your-server.de.,-1,-1,1,5,1,894,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,387,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,491,1
3,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,1,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,374,1
3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,370,1
3,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,1,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,366,1
2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,362,1
2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,358,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,354,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,351,1
4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,455,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,447,1
6,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,331,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,326,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,430,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,314,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,309,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,413,1
2,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,406,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,289,1
2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,285,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,281,1
3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,385,1
3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,270,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,False,False,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,mail.customcorporatehousing.com.,-1,-1,1,2,1,14396,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,367,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,251,1
2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,247,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,242,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,347,1
2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,False,False,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,180.136.102.34.bc.googleusercontent.com.,8315,449,1,2,2,231,1
4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,335,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,False,False,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,142,222,1,2,4,327,1
